Sample	Individual	TMT11Plex	Well_location	Plate_location	Treatment	Drug_first	Product.Name	Pathway	Name	ATC	Level_4	Level_3	Level_2	Level_1	synonym	smiles	drug	ATC_colours	Selected_N
V49_P4E9	V49	V49_P4E	P4E9	P4	Kestose	Kestose	Kestose	Kestose	Kestose	NA	NA	NA	NA	Kestose	Kestose	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)O)O	Kestose	grey	xOthers
V49_P4F10	V49	V49_P4F	P4F10	P4	Drug	Berberine	Berberine	REF	Berberine	NA	NA	NA	NA	Unclassified	[]	COC1=C(C=[N+](CCC2=C3C=C4C(OCO4)=C2)C3=C5)C5=CC=C1OC.[Cl-]	Berberine chloride	9f5691	xOthers
V49_P4F11	V49	V49_P4F	P4F11	P4	Kestose	Kestose	Kestose	Kestose	Kestose	NA	NA	NA	NA	Kestose	Kestose	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)O)O	Kestose	grey	xOthers
V49_P4F2	V49	V49_P4F	P4F2	P4	Drug	Ethoproprazine	Ethoproprazine	REF	Profenamine	N04AA05	N04AA	N04A	N04	N	"['10-(2-diethylaminopropyl)phenothiazine', '10-[2-(diethylamino)-1-propyl]phenothiazine', '10-[2-(diethylamino)-2-methylethyl]phenothiazine', '10-[2-(diethylamino)propyl]phenothiazine', '2-diethylamino-1-propyl-N-dibenzoparathiazine', 'Ethopropazine', 'N,N-diethyl-1-(10H-phenothiazin-10-yl)-2-propanamine', 'N,N-diethyl-α-methyl-10H-phenothiazine-10-ethanamine', 'Profenamina', 'Profénamine', 'Profenamine', 'Profenaminum']"	Cl[H].CCN(CC)C(C)CN1c2ccccc2Sc3ccccc13	Ethoproprazine	1f6e9c	xOthers
V49_P4F8	V49	V49_P4F	P4F8	P4	Drug	Metronidazole	Metronidazole	REF	Metronidazole	P01AB01	P01AB	P01A	P01	P	"['1-(2-hydroxy-1-ethyl)-2-methyl-5-nitroimidazole', '1-(2-hydroxyethyl)-2-methyl-5-nitroimidazole', '1-(Œ≤-ethylol)-2-methyl-5-nitro-3-azapyrrole', '1-(Œ≤-hydroxyethyl)-2-methyl-5-nitroimidazole', '1-(Œ≤-oxyethyl)-2-methyl-5-nitroimidazole', '2-methyl-1-(2-hydroxyethyl)-5-nitroimidazole', '2-methyl-3-(2-hydroxyethyl)-4-nitroimidazole', '2-methyl-5-nitroimidazole-1-ethanol', 'Metronidazol', 'M√©tronidazole', 'Metronidazole', 'Metronidazolum']"	CC1=NC=C([N+]([O-])=O)N1CCO	Metronidazole	grey	xOthers
V49_P4F9	V49	V49_P4F	P4F9	P4	Drug	Tenofovir	Tenofovir	REF	Tenofovir	NA	NA	NA	NA	Unclassified	"['(R)-PMPA', 'Anhydrous tenofovir', 'Tenofovir (anh.)', 'Tenofovir (anhydrous)', 'Tenofovir anhydrous']"	C[C@@H](OCP(O)(O)=O)CN1C=NC2=C(N)N=CN=C12	Tenofovir	grey	xOthers
V49_P4G10	V49	V49_P4G	P4G10	P4	Drug	Diclofenac	Diclofenac	REF	Diclofenac	D11AX18	D11AX	D11A	D11	D	"['[2-(2,6-dichloroanilino)phenyl]acetic acid', '2-((2,6-dichlorophenyl)amino)benzeneacetic acid', 'Diclofenac', 'Diclofenac acid', 'Diclofenaco', 'Diclofenacum']"	[Na+].[O-]C(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl	Diclofenac sodium	9b3441	xOthers
V49_P4G2	V49	V49_P4G	P4G2	P4	Drug	Methionine	Methionine	REF	Methionine	V03AB26	V03AB	V03A	V03	V	"['(2S)-2-amino-4-(methylsulfanyl)butanoic acid', '(S)-2-amino-4-(methylthio)butanoic acid', '(S)-2-amino-4-(methylthio)butyric acid', '(S)-methionine', 'L-(‚àí)-methionine', 'L-a-Amino-g-methylthiobutyric acid', 'L-Methionin', 'L-Methionine', 'L-Œ±-amino-Œ≥-methylmercaptobutyric acid', 'M', 'Met', 'Methionine']"	N[C@H](CCSC)C(O)=O	Methionine	grey	xOthers
V49_P4G3	V49	V49_P4G	P4G3	P4	Drug	Cholestyramine	Cholestyramine	REF	Cholestyramine	C10AC01	C10AC	C10A	C10	C	"['Cholestyramine resin', 'Colestiramina', 'Colestyramine']"	CCC1=CC=C(C=C1)C(C)CCC2=CC=C(C=C2)[N+](C)(C)C.[Cl-]	Cholestyramine	d8443c	xOthers
V49_P4G4	V49	V49_P4G	P4G4	P4	Drug	Ketoprofen	Ketoprofen	REF	Ketoprofen	M01AE03	M01AE	M01A	M01	M	"['2-(3-Benzoylphenyl)propionic acid', '3-Benzoyl-alpha-methylbenzeneacetic acid', '3-Benzoyl-Œ±-methylbenzeneacetic acid', '3-Benzoylhydratropic acid', 'Ketoprofen', 'Ketoprofeno', L'acide (benzoyl-3-phenyl)-2-propionique, 'm-Benzoylhydratropic acid']"	CC(C(O)=O)c1cccc(c1)C(=O)c2ccccc2	Ketoprofen	633372	xOthers
V49_P4G5	V49	V49_P4G	P4G5	P4	Drug	Indomethacin	Indomethacin	REF	Indomethacin	M01AB01	M01AB	M01A	M01	M	"['{1-[(4-chlorophenyl)carbonyl]-5-methoxy-2-methyl-1H-indol-3-yl}acetic acid', '1-(p-chlorobenzoyl)-5-methoxy-2-methylindole-3-acetic acid', 'Indometacin', 'Indometacina', 'Indometacine', 'Indometacinum', 'Indomethacin']"	COc1ccc2n(c(C)c(CC(O)=O)c2c1)C(=O)c3ccc(Cl)cc3	Indomethacin	d8443c	xOthers
V49_P4G6	V49	V49_P4G	P4G6	P4	Drug	Lycopene	Lycopene	REF	Lycopene	NA	NA	NA	NA	Unclassified	[]	C/C(C)=C\CC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(/C=C/C=C(C)/C=C/C=C(CC/C=C(C)\C)\C)C	Lycopene	f4c40f	xOthers
V49_P4G7	V49	V49_P4G	P4G7	P4	Drug	Tacrolimus	Tacrolimus	REF	Tacrolimus	L04AD02	L04AD	L04A	L04	L	"['Anhydrous tacrolimus', 'Tacrolimus', 'Tacrolimus anhydrous', 'Tacrolimus, anhydrous']"	O=C([C@@](CCCC1)([H])N1C(C([C@@]2(O)[C@H](C)C[C@H](OC)[C@@](O2)([H])[C@@H](OC)C[C@@H](C)C/C(C)=C/[C@H]3CC=C)=O)=O)O[C@H](/C(C)=C/[C@H]4C[C@@H](OC)[C@H](O)CC4)[C@H](C)[C@@H](O)CC3=O	Tacrolimus	9f5691	xOthers
V49_P4G8	V49	V49_P4G	P4G8	P4	Drug	Naproxen	Naproxen	REF	Naproxen	M01AE02	M01AE	M01A	M01	M	"['(+)-(S)-6-Methoxy-Œ±-methyl-2-naphthaleneacetic acid', '(+)-(S)-Naproxen', '(+)-2-(6-Methoxy-2-naphthyl)propionic acid', '(+)-2-(Methoxy-2-naphthyl)-propionic acid', '(+)-2-(Methoxy-2-naphthyl)-propions√§ure', '(+)-Naproxen', '(S)-(+)-2-(6-Methoxy-2-naphthyl)propionic acid', '(S)-(+)-Naproxen', '(S)-2-(6-Methoxy-2-naphthyl)propanoic acid', '(S)-2-(6-Methoxy-2-naphthyl)propionic acid', '(S)-6-Methoxy-alpha-methyl-2-naphthaleneacetic acid', '(S)-Naproxen', 'Naprolag', 'Naproxen', 'Naprox√®ne', 'Naproxeno', 'Naproxenum']"	[Na+].COc1ccc2cc(ccc2c1)[C@H](C)C([O-])=O	Naproxen sodium	633372	xOthers
V49_P4G9	V49	V49_P4G	P4G9	P4	Drug	Sparfloxacin	Sparfloxacin	REF	Sparfloxacin	J01MA09	J01MA	J01M	J01	J	"['cis-5-Amino-1-cyclopropyl-7-(3,5-dimethyl-1-piperazinyl)-6,8-difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acid']"	O=C(C1=CN(C2CC2)C3=C(C(N)=C(F)C(N4C[C@H](C)N[C@H](C)C4)=C3F)C1=O)O	Sparfloxacin	aa7aa1	xOthers
V49_P4H10	V49	V49_P4H	P4H10	P4	Drug	Hydroxychloroquine	Hydroxychloroquine	REF	Hydroxychloroquine	P01BA02	P01BA	P01B	P01	P	"['(¬±)-hydroxychloroquine', '2-((4-((7-chloro-4-quinolyl)amino)pentyl)ethylamino)ethanol', '2-(N-(4-(7-chlor-4-chinolylamino)-4-methylbutyl)ethylamino)ethanol', '7-chloro-4-(4-(ethyl(2-hydroxyethyl)amino)-1-methylbutylamino)quinoline', '7-chloro-4-(4-(N-ethyl-N-Œ≤-hydroxyethylamino)-1-methylbutylamino)quinoline', '7-chloro-4-[4-(N-ethyl-N-Œ≤-hydroxyethylamino)-1-methylbutylamino]quinoline', '7-chloro-4-[5-(N-ethyl-N-2-hydroxyethylamino)-2-pentyl]aminoquinoline', 'Hidroxicloroquina', 'Hydroxychloroquine', 'Hydroxychloroquinum', 'Oxichlorochine', 'Oxichloroquine']"	CCN(CCO)CCCC(NC1=CC=NC2=CC(Cl)=CC=C12)C.O=S(O)(O)=O	Hydroxychloroquine sulfate	grey	xOthers
V49_P4H2	V49	V49_P4H	P4H2	P4	Drug	Tizanidine	Tizanidine	REF	Tizanidine	M03BX02	M03BX	M03B	M03	M	"['5-Chloro-4-(2-imidazolin-2-ylamino)-2,1,3-benzothiadiazole', 'Tizanidin', 'Tizanidina', 'Tizanidine', 'Tizanidinum']"	ClC1=C(NC2=NCCN2)C3=NSN=C3C=C1.Cl	Tizanidine (hydrochloride)	633372	xOthers
V49_P4H4	V49	V49_P4H	P4H4	P4	Drug	Metformin	Metformin	REF	Metformin	A10BD23	A10BD	A10B	A10	A	"['1,1-Dimethylbiguanide', 'Dimethylbiguanid', 'Metformin', 'Metformina', 'Metformine', 'Metforminum']"	Cl[H].CN(C)C(=N)NC(N)=N	Metformin	f4c40f	xOthers
V49_P4H5	V49	V49_P4H	P4H5	P4	Drug	Misonidazole	Misonidazole	NA	Misonidazole	NA	NA	NA	NA	Unclassified	[]	OC(COC)CN1C=CN=C1[N+]([O-])=O	Misonidazole	9f5691	xOthers
V49_P4H7	V49	V49_P4H	P4H7	P4	Drug	Meclizine	Meclizine	REF	Meclizine	R06AE55	R06AE	R06A	R06	R	"['Meclizine', 'Meclozina', 'Meclozine']"	CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl.O.Cl.C	Meclizine hydrochloride	2b9b81	xOthers
V49_P4H8	V49	V49_P4H	P4H8	P4	Drug	Loperamide	Loperamide	REF	Loperamide oxide	A07DA05	A07DA	A07D	A07	A	['Loperamide oxide anhydrous']	CN(C)C(=O)C(CC[N+]1(CCC(CC1)(C2=CC=C(C=C2)Cl)O)[O-])(C3=CC=CC=C3)C4=CC=CC=C4.O	Loperamide oxide monohydrate	f4c40f	xOthers
V52_P1A11	V52	V52_P1A	P1A11	P1	Drug	Topiramate	Topiramate	Membrane Transporter/Ion Channel; Metabolic Enzyme/Protease; Neuronal Signaling	Topiramate	N03AX11	N03AX	N03A	N03	N	"['2,3:4,5-bis-O-(1-methylethylidene)-Œ≤-D-fructopyranose sulfamate', '2,3:4,5-di-O-isopropylidene-Œ≤-D-fructopyranose sulfamate', 'Tipiramate', 'Tipiramato', 'Topiramate', 'Topiramato', 'Topiramatum', 'TPM']"	NS(OC[C@]1(OC(C)(C)O2)[C@@H]2[C@H](OC(C)(C)O3)[C@H]3CO1)(=O)=O	Topiramate	1f6e9c	xOthers
V52_P1A2	V52	V52_P1A	P1A2	P1	Drug	Paroxetine	Paroxetine	Autophagy; Neuronal Signaling	Paroxetine	N06AB05	N06AB	N06A	N06	N	"['(‚àí)-(3S,4R)-4-(p-fluorophenyl)-3-((3,4-(methylenedioxy)phenoxy)methyl)piperidine', '(3S-trans)-3-((1,3-benzodioxol-5-yloxy)methyl)-4-(4-fluorophenyl)piperidine', 'Paroxetina', 'Paroxetine', 'Paroxetinum']"	FC1=CC=C([C@H]2[C@H](COC3=CC=C(OCO4)C4=C3)CNCC2)C=C1.Cl	Paroxetine (hydrochloride)	1f6e9c	Selectedv52
V52_P1A7	V52	V52_P1A	P1A7	P1	Drug	Amlodipine	Amlodipine	Membrane Transporter/Ion Channel; Neuronal Signaling	Amlodipine	C08CA01	C08CA	C08C	C08	C	"['(RS)-3-ethyl 5-methyl 2-[(2-aminoethoxy)methyl]-4-(2-chlorophenyl)-6-methyl-1,4-dihydropyridine-3,5-dicarboxylate', '3-Ethyl 5-methylester, (¬±)-2-[(2-aminoethoxy)methyl]-4-(o-chlorophenyl)-1,4-dihydro-6-methyl-3,5-pyridinedicarboxylate', 'Amlodipine', 'Amlodipine free base', 'Amlodipino', 'Amlodipinum']"	O=C(C1=C(COCCN)NC(C)=C(C(OC)=O)C1C2=CC=CC=C2Cl)OCC	Amlodipine	d8443c	xOthers
V52_P1A8	V52	V52_P1A	P1A8	P1	Drug	Canagliflozin	Canagliflozin	Membrane Transporter/Ion Channel	Canagliflozin	A10BK02	A10BK	A10B	A10	A	"['Canagliflozin', 'Canagliflozin anhydrous', 'Canagliflozina']"	FC1=CC=C(C2=CC=C(CC3=C(C=CC([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)CO)=C3)C)S2)C=C1	Canagliflozin	f4c40f	xOthers
V52_P1A9	V52	V52_P1A	P1A9	P1	Drug	Rapamycin	Rapamycin	Anti-infection; Apoptosis; Autophagy; Immunology/Inflammation; Metabolic Enzyme/Protease; PI3K/Akt/mTOR	Sirolimus	L04AH01	L04AH	L04A	L04	L	"['(-)-Rapamycin', 'Rapamycin', 'Sirolimús', 'Sirolimus', 'Sirolimusum']"	O=C([C@@]1(O)[C@@H](CC[C@@H](C[C@@H](/C(C)=C/C=C/C=C/[C@H](C[C@@H](C)C([C@@H]([C@@H](/C(C)=C/[C@H]2C)O)OC)=O)C)OC)O1)C)C(N3CCCC[C@H]3C(O[C@@H](CC2=O)[C@@H](C[C@H]4C[C@H]([C@H](O)CC4)OC)C)=O)=O	Rapamycin	9f5691	xOthers
V52_P1B11	V52	V52_P1B	P1B11	P1	Drug	Propranolol	Propranolol	GPCR/G Protein; Neuronal Signaling	Propranolol	C07AA05	C07AA	C07A	C07	C	"['1-((1-Methylethyl)amino)-3-(1-naphthalenyloxy)-2-propanol', '1-(isopropylamino)-3-(1-naphthyloxy)propan-2-ol', 'beta-Propranolol', 'Propanalol', 'Propanolol', 'Propranolol', 'Propranololo', 'Propranololum', 'Œ≤-Propranolol']"	OC(CNC(C)C)COC1=CC=CC2=CC=CC=C12.Cl	Propranolol (hydrochloride)	d8443c	xOthers
V52_P1B3	V52	V52_P1B	P1B3	P1	Drug	Levetiracetam	Levetiracetam	GPCR/G Protein; Neuronal Signaling	Levetiracetam	N03AX14	N03AX	N03A	N03	N	"['Levetiracetam', 'Levetiracetame', 'Levetiracetamum']"	NC([C@@H](N(CCC1)C1=O)CC)=O	Levetiracetam	1f6e9c	xOthers
V52_P1B9	V52	V52_P1B	P1B9	P1	Drug	Fluoxetine	Fluoxetine	Autophagy; Neuronal Signaling	Fluoxetine	N06AB03	N06AB	N06A	N06	N	"['(+-)-N-Methyl-3-phenyl-3-((alpha,alpha,alpha-trifluoro-P-tolyl)oxy)propylamine', '(+-)-N-Methyl-gamma-(4-(trifluoromethyl)phenoxy)benzenepropanamine', 'Fluoxetin', 'Fluoxetina', 'Fluoxetine', 'Fluox√©tine', 'Fluoxetinum']"	FC(C1=CC=C(OC(C2=CC=CC=C2)CCNC)C=C1)(F)F.Cl	Fluoxetine (hydrochloride)	1f6e9c	Selectedv52
V52_P1C3	V52	V52_P1C	P1C3	P1	Drug	Duloxetine	Duloxetine	Neuronal Signaling	Duloxetine	N06AX21	N06AX	N06A	N06	N	"['(3S)-N-methyl-3-(1-naphthyloxy)-3-(2-thienyl)propan-1-amine', '(S)-duloxetine', 'Duloxetina', 'Duloxetine']"	CNCC[C@H](OC1=CC=CC2=C1C=CC=C2)C3=CC=CS3.[H]Cl	Duloxetine (hydrochloride)	1f6e9c	Selectedv52
V52_P1D10	V52	V52_P1D	P1D10	P1	Drug	Donepezil	Donepezil	Neuronal Signaling	Donepezil	N06DA02	N06DA	N06D	N06	N	"['Domepezil', 'Donepezil', 'Donepezilo', 'Donepezilum']"	O=C1C(CC2CCN(CC3=CC=CC=C3)CC2)CC4=C1C=C(OC)C(OC)=C4.[H]Cl	Donepezil (Hydrochloride)	1f6e9c	xOthers
V52_P1D3	V52	V52_P1D	P1D3	P1	Drug	Estradiol	Estradiol	Metabolic Enzyme/Protease; Others	Estradiol	G03CA03	G03CA	G03C	G03	G	"['(17Œ≤)-estra-1,3,5(10)-triene-3,17-diol', '17beta oestradiol', '17Œ≤-estra-1,3,5(10)-triene-3,17-diol', '17Œ≤-estradiol', '17Œ≤-oestradiol', 'beta-Estradiol', 'cis-Estradiol', 'Estradiol', 'Estradiol-17beta', 'Estradiolum']"	C[C@@]1([C@H]2O)[C@](CC2)([H])[C@@](CCC3=C4C=CC(O)=C3)([H])[C@]4([H])CC1	Estradiol	de597c	xOthers
V52_P1D7	V52	V52_P1D	P1D7	P1	Drug	Acyclovir	Acyclovir	Anti-infection; Apoptosis	Acyclovir	J05AB01	J05AB	J05A	J05	J	"['Aciclovir', 'Aciclovirum', 'Acycloguanosine', 'Acyclovir']"	O=C1NC(N)=NC2=C1N=CN2COCCO	Acyclovir	9b3441	xOthers
V52_P1D8	V52	V52_P1D	P1D8	P1	Drug	Terazosin	Terazosin	GPCR/G Protein; Neuronal Signaling	Terazosin	G04CA03	G04CA	G04C	G04	G	"['1-(4-Amino-6,7-dimethoxy-2-quinazolinyl)-4-((tetrahydro-2-furanyl)carbonyl)piperazine', 'Terazosin', 'Terazosina', 'Terazosine', 'T√©razosine', 'Terazosinum']"	O=C(N1CCN(C2=NC(N)=C3C=C(OC)C(OC)=CC3=N2)CC1)C4OCCC4.O.Cl.O	Terazosin (hydrochloride dihydrate)	de597c	xOthers
V52_P1E2	V52	V52_P1E	P1E2	P1	Drug	Verapamil	Verapamil	Membrane Transporter/Ion Channel; Neuronal Signaling	Verapamil	C08DA01	C08DA	C08D	C08	C	"['Iproveratril', 'V√©rapamil', 'Verapamil', 'Verapamilo', 'Verapamilum']"	[H]Cl.COC1=CC=C(C(C#N)(C(C)C)CCCN(CCC2=CC=C(OC)C(OC)=C2)C)C=C1OC	Verapamil (hydrochloride)	d8443c	xOthers
V52_P1E3	V52	V52_P1E	P1E3	P1	Drug	Amiodarone	Amiodarone	Autophagy; Membrane Transporter/Ion Channel	Amiodarone	C01BD01	C01BD	C01B	C01	C	"['2-Butyl-3-(3,5-diiodo-4-(2-diethylaminoethoxy)benzoyl)benzofuran', '2-Butyl-3-benzofuranyl 4-(2-(diethylamino)ethoxy)-3,5-diiodophenyl ketone', 2-n-Butyl-3',5'-diiodo-4'-N-diethylaminoethoxy-3-benzoylbenzofuran, 'Amiodarona', 'Amiodarone', 'Amiodaronum']"	CCCCC1=C(C(C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)=O)C3=C(O1)C=CC=C3.Cl	Amiodarone (hydrochloride)	d8443c	xOthers
V52_P1E7	V52	V52_P1E	P1E7	P1	Drug	Oxybutynin	Oxybutynin	GPCR/G Protein; Membrane Transporter/Ion Channel; Neuronal Signaling	Oxybutynin	G04BD04	G04BD	G04B	G04	G	"['4-(Diethylamino)-2-butynyl alpha-phenylcyclohexaneglycolic acid ester', '4-Diethylamino-2-butinyl alpha-cyclohexylmandelat', '4-Diethylamino-2-butynyl alpha-phenylcyclohexaneglycolate', 'Oxibutinina', 'Oxybutynin', 'Oxybutynine', 'Oxybutyninum']"	O=C(C(O)(C1=CC=CC=C1)C2CCCCC2)OCC#CCN(CC)CC.[H]Cl	Oxybutynin (chloride)	de597c	xOthers
V52_P1E8	V52	V52_P1E	P1E8	P1	Drug	Cyclobenzaprine	Cyclobenzaprine	GPCR/G Protein; Neuronal Signaling	Cyclobenzaprine	M03BX08	M03BX	M03B	M03	M	"['(3-Dibenzo[a,d]cyclohepten-5-ylidene-propyl)-dimethyl-amine', 'Ciclobenzaprina', 'Cyclobenzaprine', 'Cyclobenzaprinum', 'N,N-dimethyl-5H-dibenzo(a,d)cycloheptene-Œî5,Œ≥-propylamine']"	CN(C)CC/C=C1C2=CC=CC=C2C=CC3=CC=CC=C\13.Cl	Cyclobenzaprine (hydrochloride)	633372	xOthers
V52_P1F10	V52	V52_P1F	P1F10	P1	Drug	Norethindrone	Norethindrone	Others	Norethindrone enanthate	G03AC01	G03AC	G03A	G03	G	"['Norethisterone enanthate', 'Norethisterone oenanthate']"	C#C[C@]1(OC(C)=O)CC[C@@]2([H])[C@]3([H])CCC4=CC(CC[C@]4([H])[C@@]3([H])CC[C@]12C)=O	Norethindrone acetate	f4c40f	xOthers
V52_P1F2	V52	V52_P1F	P1F2	P1	Drug	Lubiprostone	Lubiprostone	Membrane Transporter/Ion Channel	Lubiprostone	A06AX03	A06AX	A06A	A06	A	['Lubiprostone']	O=C(C(F)(F)CCCC)CC[C@@H]([C@@H](C1)O)[C@H](C1=O)CCCCCCC(O)=O	Lubiprostone	f4c40f	xOthers
V52_P1F3	V52	V52_P1F	P1F3	P1	Drug	Citalopram	Citalopram	Autophagy; Neuronal Signaling	Citalopram	N06AB04	N06AB	N06A	N06	N	"['Citalopram', 'Citalopramum', 'Nitalapram ']"	N#CC1=CC2=C(C(C3=CC=C(F)C=C3)(CCCN(C)C)OC2)C=C1.[H]Br	Citalopram (hydrobromide)	1f6e9c	xOthers
V52_P1F4	V52	V52_P1F	P1F4	P1	Drug	Rivaroxaban	Rivaroxaban	Metabolic Enzyme/Protease	Rivaroxaban	B01AF01	B01AF	B01A	B01	B	['Rivaroxaban']	O=C(N(C1=CC=C(N2C(COCC2)=O)C=C1)C3)O[C@H]3CNC(C4=CC=C(S4)Cl)=O	Rivaroxaban	fe9b00	xOthers
V52_P1F5	V52	V52_P1F	P1F5	P1	Drug	Olanzapine	Olanzapine	Apoptosis; Autophagy; GPCR/G Protein; Neuronal Signaling	Olanzapine	N05AH03	N05AH	N05A	N05	N	"['2-methyl-4-(4-methyl-1-piperazinyl)-10H-thieno[2,3-b][1,5]benzodiazepine', 'Olanzapin', 'Olanzapina', 'Olanzapine', 'Olanzapinum']"	CC1=CC(C(N2CCN(C)CC2)=N3)=C(S1)NC4=C3C=CC=C4	Olanzapine	1f6e9c	xOthers
V52_P1F6	V52	V52_P1F	P1F6	P1	Drug	Memantine	Memantine	Autophagy; Membrane Transporter/Ion Channel; Metabolic Enzyme/Protease; Neuronal Signaling	Memantine	N06DX01	N06DX	N06D	N06	N	"['1-Amino-3,5-dimethyladamantane', '1,3-Dimethyl-5-adamantanamine', '3,5-Dimethyl-1-adamantanamine', '3,5-Dimethyl-1-aminoadamantane', '3,5-Dimethyltricyclo(3.3.1.1(3,7))decan-1-amine', 'Memantina', 'Memantine', 'Memantinum']"	N[C@@]1(C2)C[C@]3(C)C[C@@]2(C)C[C@@H](C3)C1.Cl	Memantine (hydrochloride)	1f6e9c	xOthers
V52_P1F7	V52	V52_P1F	P1F7	P1	Drug	Pravastatin	Pravastatin	Apoptosis; Autophagy; Metabolic Enzyme/Protease	Pravastatin	C10AA03	C10BX	C10B	C10	C	"['(+)-(3R,5R)-3,5-dihydroxy-7-[(1S,2S,6S,8S,8aR)-6-hydroxy-2-methyl-8-{[(S)-2-methylbutyryl]oxy}-1,2,6,7,8,8a-hexahydro-1-naphthyl]heptanoic acid', 'Pravastatin', 'Pravastatin acid', 'Pravastatina', 'Pravastatine', 'Pravastatinum']"	O[C@@H](C[C@@H](O)CC([O-])=O)CC[C@@H]([C@H](C=C1)C)[C@@](C1=C[C@@H](O)C2)([H])[C@H]2OC([C@@H](C)CC)=O.[Na+]	Pravastatin (sodium)	d8443c	xOthers
V52_P1F8	V52	V52_P1F	P1F8	P1	Drug	Olsalazine	Olsalazine	Anti-infection	Olsalazine	A07EC03	A07EC	A07E	A07	A	['Olsalazine']	O=C([O-])C1=C(O)C=CC(/N=N/C2=CC(C([O-])=O)=C(O)C=C2)=C1.[Na+].[Na+]	Olsalazine (Disodium)	f4c40f	xOthers
V52_P1F9	V52	V52_P1F	P1F9	P1	Drug	Progesterone	Progesterone	Metabolic Enzyme/Protease; Others	Progesterone	G03DA04	G03DA	G03D	G03	G	"['(S)-4-Pregnene-3,20-dione', '(S)-Pregn-4-en-3,20-dione', '(S)-Progesterone', '17alpha-Progesterone', '17Œ±-progesterone', '4-Pregnene-3,20-dione', 'Agolutin', 'Akrolutin', 'Corpus Luteum Hormone', 'delta(4)-Pregnene-3,20-dione', 'Gelbk√∂rperhormon', 'Luteohormone', 'Lutogynon', 'Pregn-4-ene-3,20-dione', 'Progesteron', 'Progesterona', 'Progest√©rone', 'Progesterone', 'Progesteronum']"	CC([C@H]1CC[C@@]2([H])[C@]3([H])CCC4=CC(CC[C@]4(C)[C@@]3([H])CC[C@]12C)=O)=O	Progesterone	de597c	xOthers
V52_P1G10	V52	V52_P1G	P1G10	P1	Drug	Valproic	Valproic	Anti-infection; Autophagy; Cell Cycle/DNA Damage; Epigenetics; Neuronal Signaling; Stem Cell/Wnt	Valproic acid	N03AG01	N03AG	N03A	N03	N	"['2-n-propyl-n-valeric acid', '2-propyl-pentanoic acid', '2-Propylpentanoic Acid', '2-Propylvaleric Acid', '4-heptanecarboxylic acid', 'acide valpro√Øque', '√°cido valproico', 'acidum valproicum', 'di-n-propylacetic acid', 'Di-n-propylessigs√§ure', 'Dipropylacetic acid', 'DPA', 'n-DPA', 'Valproate', 'Valproic acid', 'Valproins√§ure', 'VPA']"	[O-]C(C(CCC)CCC)=O.[Na+]	Valproic acid (sodium salt)	1f6e9c	xOthers
V52_P1G11	V52	V52_P1G	P1G11	P1	Drug	Drospirenone	Drospirenone	Others	Drospirenone	G03AC10	G03AA	G03A	G03	G	"['1,2-Dihydrospirorenone', '6Œ≤,7Œ≤;15Œ≤,16Œ≤-Dimethylene-3-oxo-17Œ±-pregn-4-ene-21,17-carbolactone', 'Dehydrospirorenone', 'Drospirenona', 'Drospirenone', 'Drospir√©none', 'Drospirenonum', 'DRSP']"	C[C@@]12[C@](OC3=O)(CC3)[C@@H](C4)[C@@H]4[C@@]1([H])[C@@]([C@@H]5[C@H]6C5)([H])[C@]([C@](C6=CC7=O)(CC7)C)([H])CC2	Drospirenone	de597c	xOthers
V52_P1G3	V52	V52_P1G	P1G3	P1	Drug	Pantoprazole	Pantoprazole	Apoptosis; Autophagy; Membrane Transporter/Ion Channel	Pantoprazole	A02BC02	A02BC	A02B	A02	A	"['Pantoprazol', 'Pantoprazole', 'Pantoprazolum']"	COC1=C(C(=NC=C1)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC(F)F)OC.[Na+]	Pantoprazole (sodium hydrate)	f4c40f	xOthers
V52_P1H3	V52	V52_P1H	P1H3	P1	Drug	Docusate	Docusate	Anti-infection	Docusate	A06AA02	A06AA	A06A	A06	A	"['Dioctyl sulfosuccinate', 'Docusate hydrogen']"	O=C(OCC(CC)CCCC)C(S(=O)([O-])=O)CC(OCC(CC)CCCC)=O.[Na+]	Docusate (Sodium)	92c051	xOthers
